diagrp,Cause,jobcode,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
186,Water transport accidents,1840,Other motor drivers,2,1.79,112,13,403,1.72,117,14,421
186,Water transport accidents,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),0,0.32,0,0,1136,0.49,0,0,755
186,Water transport accidents,1870,Crane Drivers,0,0.19,0,0,1957,0.19,0,0,1971
186,Water transport accidents,1880,Fork Lift & Mechanical Truck Drivers,0,1.57,0,0,235,1.37,0,0,270
186,Water transport accidents,1900,Storekeepers & warehousemen/women,0,1.93,0,0,192,3.39,0,0,109
186,Water transport accidents,1910,Dockers and Goods Porters,2,0.12,1668,200,6022,0.16,1225,147,4421
186,Water transport accidents,1920,Refuse & Salvage Collectors,0,0.31,0,0,1190,0.49,0,0,747
186,Water transport accidents,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",0,0.07,0,0,5064,0.08,0,0,4423
186,Water transport accidents,1950,Beauticians & related occupations,0,0.05,0,0,7652,0.04,0,0,8663
186,Water transport accidents,1960,Other crafts,0,0.30,0,0,1227,0.31,0,0,1176
186,Water transport accidents,1970,Other transport and machine operatives,0,0.16,0,0,2280,0.19,0,0,1960
186,Water transport accidents,1980,Other labourers,0,2.05,0,0,180,3.48,0,0,106
187,Air transport accident,10,Lawyers,0,1.60,0,0,231,0.36,0,0,1024
187,Air transport accident,20,Accountants and Financial Managers,1,4.34,23,1,128,1.27,79,2,439
187,Air transport accident,30,Personnel Managers etc,0,0.60,0,0,611,0.23,0,0,1575
187,Air transport accident,40,Economists & statisticians,1,1.16,86,3,481,0.23,432,13,2407
187,Air transport accident,50,Computer Programmers and Managers,6,9.17,65,24,142,2.23,269,99,586
187,Air transport accident,60,Sales Managers etc.,2,5.82,34,4,124,2.11,95,11,343
187,Air transport accident,70,Government Inspectors,0,0.08,0,0,4586,0.08,0,0,4787
187,Air transport accident,80,Government administrators,0,0.42,0,0,889,0.12,0,0,3071
187,Air transport accident,90,Other Administrators,9,2.93,307,141,583,2.03,442,203,840
187,Air transport accident,100,Teachers in Higher Education,0,1.03,0,0,359,0.40,0,0,921
187,Air transport accident,110,School Teachers,0,0.98,0,0,377,0.94,0,0,394
187,Air transport accident,120,"Vocational Trainers, Social Scientists etc.",1,0.68,146,4,815,0.35,284,9,1581
187,Air transport accident,130,Welfare Workers,0,0.75,0,0,492,0.57,0,0,646
187,Air transport accident,140,Clergy,0,0.59,0,0,622,0.12,0,0,3017
187,Air transport accident,150,Doctors,2,1.39,144,17,521,0.28,717,86,2589
187,Air transport accident,160,Dentists,0,0.24,0,0,1547,0.05,0,0,7590
187,Air transport accident,170,Nurses,0,0.39,0,0,937,0.41,0,0,906
187,Air transport accident,180,Pharmacists/Pharmacologists,0,0.37,0,0,1008,0.09,0,0,4226
187,Air transport accident,190,Medical Radiographers,0,0.02,0,0,20643,0.02,0,0,18515
187,Air transport accident,200,Physiotherapists,0,0.01,0,0,27605,0.02,0,0,22945
187,Air transport accident,210,Other Health Professions,1,0.36,277,8,1545,0.20,497,15,2770
187,Air transport accident,220,Veterinarians,0,0.11,0,0,3502,0.02,0,0,17660
187,Air transport accident,230,Driving Instructors,1,0.07,1412,42,7864,0.16,613,18,3412
187,Air transport accident,240,Literary and Artistic Occupations,1,2.14,47,1,260,1.94,52,2,287
187,Air transport accident,250,"Professional athletes, sports officials",1,0.20,501,15,2791,0.22,457,14,2544
187,Air transport accident,260,Biological scientists,0,0.60,0,0,617,0.12,0,0,3079
187,Air transport accident,270,Chemical Engineers and Scientists,1,0.61,164,5,915,0.12,802,24,4467
187,Air transport accident,280,Physical Scientists & mathematicians,1,1.01,99,3,554,0.20,499,15,2781
187,Air transport accident,290,Electrical and Electronic Engineers (professional),2,0.24,825,99,2979,0.05,4078,489,14722
187,Air transport accident,300,Other Professional Engineers,3,4.78,63,13,183,1.13,266,55,778
187,Air transport accident,310,Draughtspersons,0,0.32,0,0,1152,0.18,0,0,2039
187,Air transport accident,320,Laboratory Technicians,0,0.24,0,0,1536,0.25,0,0,1490
187,Air transport accident,330,Architects and Surveyors,3,2.27,132,27,387,0.55,545,113,1594
187,Air transport accident,340,Aircraft Flight Deck Officers,12,0.23,5298,2737,9255,0.05,26176,13524,45720
187,Air transport accident,350,Air Traffic Controllers,0,0.01,0,0,27532,0.01,0,0,28514
187,Air transport accident,360,Seafarers,0,0.19,0,0,1956,0.29,0,0,1278
187,Air transport accident,370,Other Technicians,1,0.87,115,3,640,0.75,134,4,746
187,Air transport accident,380,Production and maintenance managers,3,4.65,65,13,189,1.08,279,58,815
187,Air transport accident,390,Managers in Construction,0,0.43,0,0,859,0.46,0,0,811
187,Air transport accident,400,"Managers in Transport, Mining and Energy Industries",1,0.99,101,3,562,0.82,122,4,678
187,Air transport accident,410,General and office managers,0,0.71,0,0,517,0.61,0,0,603
187,Air transport accident,420,Butchers,0,0.10,0,0,3714,0.41,0,0,910
187,Air transport accident,430,"Fishmongers, Poultry Dressers",0,0.01,0,0,30165,0.05,0,0,7076
187,Air transport accident,440,Retailers and Dealers,1,1.65,61,2,338,3.17,32,1,176
187,Air transport accident,450,Publicans and Bar staff,0,0.73,0,0,508,1.17,0,0,314
187,Air transport accident,460,Caterers,1,0.50,201,6,1120,1.04,96,3,535
187,Air transport accident,471,Farming and fishing,1,1.33,75,2,417,2.74,36,1,203
187,Air transport accident,480,Armed Forces,5,2.14,234,76,545,0.86,582,189,1359
187,Air transport accident,490,Police,1,1.16,87,3,482,0.61,164,5,912
187,Air transport accident,500,Fire Service Personnel,1,0.33,300,9,1670,0.19,522,16,2910
187,Air transport accident,510,"Launderers, Dry Cleaners, Pressers",0,0.03,0,0,13526,0.08,0,0,4569
187,Air transport accident,520,Hairdressers,0,0.07,0,0,5381,0.24,0,0,1538
187,Air transport accident,530,Office Workers and Cashiers,4,6.44,62,17,159,3.99,100,27,257
187,Air transport accident,540,"Postal Workers, Mail Sorters",1,0.50,201,6,1120,1.07,93,3,521
187,Air transport accident,560,Roundsmen/women & Van Salespersons,0,0.03,0,0,10869,0.12,0,0,3008
187,Air transport accident,570,Sales Representatives,2,1.05,190,23,686,1.11,180,22,651
187,Air transport accident,580,Security Workers,1,1.16,86,3,480,1.87,53,2,298
187,Air transport accident,590,Cooks,0,0.74,0,0,500,1.69,0,0,219
187,Air transport accident,600,Other Service Personnel,1,1.19,84,3,467,2.47,40,1,225
187,Air transport accident,601,Call centre workers,0,0.22,0,0,1689,0.09,0,0,3932
187,Air transport accident,610,Hospital Porters and Ward Orderlies,0,0.78,0,0,471,1.33,0,0,277
187,Air transport accident,620,Ambulance Staff,0,0.20,0,0,1809,0.11,0,0,3450
187,Air transport accident,631,Rail travel assistants,0,0.14,0,0,2559,0.07,0,0,4987
187,Air transport accident,640,Undertakers,0,0.02,0,0,16005,0.05,0,0,6831
187,Air transport accident,650,Forestry Workers,0,0.02,0,0,17860,0.05,0,0,7400
187,Air transport accident,671,Leather and related trades,0,0.02,0,0,24349,0.06,0,0,5778
187,Air transport accident,711,Weavers and knitters,0,0.01,0,0,28771,0.05,0,0,7556
187,Air transport accident,740,Other Textile Processing Operatives,0,0.02,0,0,21230,0.08,0,0,4470
187,Air transport accident,750,Chemical workers,0,0.12,0,0,3128,0.30,0,0,1211
187,Air transport accident,760,Bakers,0,0.11,0,0,3350,0.21,0,0,1786
187,Air transport accident,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",0,0.25,0,0,1491,0.54,0,0,677
187,Air transport accident,791,Paper and wood machine operatives,0,0.11,0,0,3306,0.23,0,0,1588
187,Air transport accident,800,Bookbinders,0,0.02,0,0,19786,0.07,0,0,4927
187,Air transport accident,821,Glass and ceramics workers,1,0.05,1956,59,10897,0.18,552,17,3077
187,Air transport accident,850,Rubber Manufacturers,0,0.03,0,0,13128,0.06,0,0,6135
187,Air transport accident,881,Coal miners,0,0.08,0,0,4737,0.45,0,0,817
187,Air transport accident,930,Plastic goods makers,0,0.06,0,0,5881,0.16,0,0,2362
187,Air transport accident,940,Compositors,0,0.01,0,0,45262,0.03,0,0,11310
187,Air transport accident,960,Printing Machine Minders & Assistants,0,0.04,0,0,8925,0.08,0,0,4711
187,Air transport accident,970,Printers,0,0.21,0,0,1767,0.45,0,0,828
187,Air transport accident,980,Tailors & Dressmakers,0,0.02,0,0,19659,0.04,0,0,8908
187,Air transport accident,990,Clothing cutter,0,0.01,0,0,35179,0.02,0,0,15375
187,Air transport accident,1000,Sewers & embroiderers,0,0.03,0,0,12783,0.13,0,0,2894
187,Air transport accident,1010,Upholsterers,0,0.03,0,0,11817,0.12,0,0,3149
187,Air transport accident,1020,Floorers and wall tilers,0,0.10,0,0,3647,0.32,0,0,1163
187,Air transport accident,1030,Other workers with fabrics,0,0.00,0,0,74185,0.02,0,0,17726
187,Air transport accident,1040,Carpenters & Joiners,1,0.71,141,4,784,2.07,48,1,269
187,Air transport accident,1050,Cabinet Makers,0,0.05,0,0,6926,0.21,0,0,1750
187,Air transport accident,1070,Pattern Makers (moulds),0,0.01,0,0,50335,0.01,0,0,24775
187,Air transport accident,1140,Smiths & Forge Workers,0,0.01,0,0,37355,0.05,0,0,8036
187,Air transport accident,1160,"Moulders, Core Makers, Die Casters",0,0.02,0,0,16585,0.05,0,0,7670
187,Air transport accident,1170,Electroplater,0,0.02,0,0,22199,0.04,0,0,8574
187,Air transport accident,1200,Other Metal Manufacturers,0,0.06,0,0,5891,0.20,0,0,1876
187,Air transport accident,1211,Metal machining setters and setter-operators,0,0.13,0,0,2822,0.27,0,0,1346
187,Air transport accident,1241,Metal working machine operatives,2,0.84,238,29,859,1.83,110,13,395
187,Air transport accident,1290,"Tool Makers, Tool Fitters & Markers-Out",1,0.07,1390,42,7744,0.21,479,14,2666
187,Air transport accident,1300,Precision Instrument Makers & Repairers,0,0.05,0,0,7138,0.13,0,0,2780
187,Air transport accident,1320,Production fitters,2,1.01,198,24,715,2.02,99,12,358
187,Air transport accident,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",1,0.67,149,4,828,1.38,72,2,402
187,Air transport accident,1370,"Electricians, Electrical Maintenance Fitters",1,0.86,117,3,649,1.86,54,2,300
187,Air transport accident,1390,Telephone Fitters,1,0.69,146,4,811,0.37,270,8,1502
187,Air transport accident,1400,"Cable Jointers, Lines Repairers",0,0.04,0,0,10405,0.06,0,0,5708
187,Air transport accident,1410,"Radio, TV & Video Engineers",0,0.05,0,0,7049,0.10,0,0,3818
187,Air transport accident,1420,Other Electrical/Electronic Trades n.e.c.,0,0.51,0,0,731,0.32,0,0,1171
187,Air transport accident,1430,Electrical Engineers (not professional),2,0.96,207,25,748,0.54,372,45,1344
187,Air transport accident,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",0,0.58,0,0,634,1.31,0,0,282
187,Air transport accident,1450,Sheet Metal Workers,0,0.10,0,0,3589,0.22,0,0,1667
187,Air transport accident,1460,"Metal Plate Workers, Shipwrights, Riveters",0,0.02,0,0,15574,0.11,0,0,3451
187,Air transport accident,1470,Steel Erectors,0,0.07,0,0,5640,0.15,0,0,2390
187,Air transport accident,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",0,0.18,0,0,2066,0.40,0,0,923
187,Air transport accident,1490,Welding Trades,0,0.19,0,0,1899,0.82,0,0,448
187,Air transport accident,1510,Jewellery workers,0,0.02,0,0,15377,0.05,0,0,7230
187,Air transport accident,1530,Coach & Vehicle Body Builders,0,0.10,0,0,3605,0.22,0,0,1681
187,Air transport accident,1540,"Oilers, Greasers, Lubricators",0,0.41,0,0,896,0.86,0,0,431
187,Air transport accident,1580,Coach Painters,0,0.04,0,0,9321,0.10,0,0,3779
187,Air transport accident,1600,Painters & Decorators,0,0.61,0,0,603,1.83,0,0,202
187,Air transport accident,1610,Assemblers/Lineworkers (electrical/electronic goods),0,0.05,0,0,7630,0.13,0,0,2939
187,Air transport accident,1630,Assemblers/Lineworkers (vehicles & other metal goods),0,0.11,0,0,3502,0.25,0,0,1506
187,Air transport accident,1640,"Packers, Sorters and Testers",1,0.26,386,12,2148,0.78,129,4,716
187,Air transport accident,1650,"Bricklayers, Masons",0,0.29,0,0,1260,0.79,0,0,467
187,Air transport accident,1670,Plasterers,0,0.22,0,0,1644,0.60,0,0,614
187,Air transport accident,1680,Roofers and Glaziers,0,0.34,0,0,1085,0.98,0,0,376
187,Air transport accident,1700,Rail Construction & Maintenance Workers,0,0.03,0,0,11730,0.07,0,0,5517
187,Air transport accident,1710,Road Construction Workers and Paviors,0,0.14,0,0,2604,0.29,0,0,1274
187,Air transport accident,1720,Sewage plant attendants,0,0.02,0,0,23332,0.05,0,0,8104
187,Air transport accident,1740,Other Construction Workers,4,2.25,178,48,455,7.33,55,15,140
187,Air transport accident,1760,Mine (excluding coal) & Quarry Workers,0,0.06,0,0,6316,0.10,0,0,3653
187,Air transport accident,1781,Rail transport operatives,0,0.09,0,0,4102,0.20,0,0,1860
187,Air transport accident,1800,Railway engine drivers,0,0.03,0,0,11090,0.09,0,0,3959
187,Air transport accident,1820,Bus & Coach Drivers,0,0.17,0,0,2224,0.77,0,0,477
187,Air transport accident,1830,Lorry drivers,2,0.98,205,25,739,4.17,48,6,173
187,Air transport accident,1840,Other motor drivers,0,0.38,0,0,976,1.22,0,0,303
187,Air transport accident,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),0,0.08,0,0,4352,0.34,0,0,1095
187,Air transport accident,1870,Crane Drivers,0,0.07,0,0,5539,0.13,0,0,2737
187,Air transport accident,1880,Fork Lift & Mechanical Truck Drivers,0,0.46,0,0,807,1.00,0,0,370
187,Air transport accident,1900,Storekeepers & warehousemen/women,1,0.55,181,5,1008,2.34,43,1,238
187,Air transport accident,1910,Dockers and Goods Porters,0,0.03,0,0,14089,0.11,0,0,3300
187,Air transport accident,1920,Refuse & Salvage Collectors,0,0.07,0,0,5014,0.33,0,0,1107
187,Air transport accident,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",0,0.03,0,0,12819,0.06,0,0,6506
187,Air transport accident,1950,Beauticians & related occupations,0,0.01,0,0,32227,0.03,0,0,12289
187,Air transport accident,1960,Other crafts,0,0.13,0,0,2903,0.21,0,0,1771
187,Air transport accident,1970,Other transport and machine operatives,0,0.06,0,0,6310,0.14,0,0,2700
187,Air transport accident,1980,Other labourers,0,0.54,0,0,685,2.41,0,0,153
188,Other and unspecified transport accidents,10,Lawyers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,20,Accountants and Financial Managers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,30,Personnel Managers etc,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,40,Economists & statisticians,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,50,Computer Programmers and Managers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,60,Sales Managers etc.,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,70,Government Inspectors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,80,Government administrators,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,90,Other Administrators,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,100,Teachers in Higher Education,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,110,School Teachers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,120,"Vocational Trainers, Social Scientists etc.",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,130,Welfare Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,140,Clergy,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,150,Doctors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,160,Dentists,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,170,Nurses,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,180,Pharmacists/Pharmacologists,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,190,Medical Radiographers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,200,Physiotherapists,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,210,Other Health Professions,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,220,Veterinarians,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,230,Driving Instructors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,240,Literary and Artistic Occupations,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,250,"Professional athletes, sports officials",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,260,Biological scientists,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,270,Chemical Engineers and Scientists,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,280,Physical Scientists & mathematicians,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,290,Electrical and Electronic Engineers (professional),0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,300,Other Professional Engineers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,310,Draughtspersons,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,320,Laboratory Technicians,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,330,Architects and Surveyors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,340,Aircraft Flight Deck Officers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,350,Air Traffic Controllers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,360,Seafarers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,370,Other Technicians,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,380,Production and maintenance managers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,390,Managers in Construction,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,400,"Managers in Transport, Mining and Energy Industries",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,410,General and office managers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,420,Butchers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,430,"Fishmongers, Poultry Dressers",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,440,Retailers and Dealers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,450,Publicans and Bar staff,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,460,Caterers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,471,Farming and fishing,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,480,Armed Forces,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,490,Police,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,500,Fire Service Personnel,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,510,"Launderers, Dry Cleaners, Pressers",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,520,Hairdressers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,530,Office Workers and Cashiers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,540,"Postal Workers, Mail Sorters",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,560,Roundsmen/women & Van Salespersons,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,570,Sales Representatives,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,580,Security Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,590,Cooks,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,600,Other Service Personnel,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,601,Call centre workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,610,Hospital Porters and Ward Orderlies,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,620,Ambulance Staff,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,631,Rail travel assistants,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,640,Undertakers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,650,Forestry Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,671,Leather and related trades,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,711,Weavers and knitters,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,740,Other Textile Processing Operatives,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,750,Chemical workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,760,Bakers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,791,Paper and wood machine operatives,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,800,Bookbinders,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,821,Glass and ceramics workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,850,Rubber Manufacturers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,881,Coal miners,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,930,Plastic goods makers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,940,Compositors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,960,Printing Machine Minders & Assistants,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,970,Printers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,980,Tailors & Dressmakers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,990,Clothing cutter,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1000,Sewers & embroiderers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1010,Upholsterers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1020,Floorers and wall tilers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1030,Other workers with fabrics,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1040,Carpenters & Joiners,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1050,Cabinet Makers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1070,Pattern Makers (moulds),0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1140,Smiths & Forge Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1160,"Moulders, Core Makers, Die Casters",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1170,Electroplater,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1200,Other Metal Manufacturers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1211,Metal machining setters and setter-operators,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1241,Metal working machine operatives,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1290,"Tool Makers, Tool Fitters & Markers-Out",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1300,Precision Instrument Makers & Repairers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1320,Production fitters,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1370,"Electricians, Electrical Maintenance Fitters",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1390,Telephone Fitters,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1400,"Cable Jointers, Lines Repairers",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1410,"Radio, TV & Video Engineers",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1420,Other Electrical/Electronic Trades n.e.c.,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1430,Electrical Engineers (not professional),0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1450,Sheet Metal Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1460,"Metal Plate Workers, Shipwrights, Riveters",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1470,Steel Erectors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1490,Welding Trades,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1510,Jewellery workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1530,Coach & Vehicle Body Builders,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1540,"Oilers, Greasers, Lubricators",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1580,Coach Painters,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1600,Painters & Decorators,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1610,Assemblers/Lineworkers (electrical/electronic goods),0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1630,Assemblers/Lineworkers (vehicles & other metal goods),0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1640,"Packers, Sorters and Testers",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1650,"Bricklayers, Masons",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1670,Plasterers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1680,Roofers and Glaziers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1700,Rail Construction & Maintenance Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1710,Road Construction Workers and Paviors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1720,Sewage plant attendants,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1740,Other Construction Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1760,Mine (excluding coal) & Quarry Workers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1781,Rail transport operatives,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1800,Railway engine drivers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1820,Bus & Coach Drivers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1830,Lorry drivers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1840,Other motor drivers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1870,Crane Drivers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1880,Fork Lift & Mechanical Truck Drivers,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1900,Storekeepers & warehousemen/women,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1910,Dockers and Goods Porters,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1920,Refuse & Salvage Collectors,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1950,Beauticians & related occupations,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1960,Other crafts,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1970,Other transport and machine operatives,0,0.00,,,,0.00,,,
188,Other and unspecified transport accidents,1980,Other labourers,0,0.00,,,,0.00,,,
189,Slipping and tripping,10,Lawyers,1,0.28,355,11,1978,0.30,335,10,1869
189,Slipping and tripping,20,Accountants and Financial Managers,0,0.90,0,0,411,1.05,0,0,350
189,Slipping and tripping,30,Personnel Managers etc,1,0.16,636,19,3543,0.17,582,17,3243
189,Slipping and tripping,40,Economists & statisticians,0,0.16,0,0,2326,0.19,0,0,1939
189,Slipping and tripping,50,Computer Programmers and Managers,1,1.15,87,3,486,1.39,72,2,401
189,Slipping and tripping,60,Sales Managers etc.,0,1.50,0,0,247,1.66,0,0,223
